"task_view","task_view_descr","package","Date","Title","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","Archs","MD5sum","NeedsCompilation","File","Repository"
"Econometrics","Econometrics","rdmulti","2021-05-19","Analysis of RD Designs with Multiple Cutoffs or Scores","0.8",NA,NA,"ggplot2, rdrobust",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"d6d7f8fcbcde9eb9067cc0dc71a2ec45","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","rdpower","2021-11-10","Power Calculations for RD Designs","2.1",NA,NA,"rdrobust",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"2b4d6bca9478e7bc4266fad510721c33","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","rdrobust","2021-12-02","Robust Data-Driven Statistical Inference in
Regression-Discontinuity Designs","1.0.8",NA,"R (>= 3.1.1)","ggplot2, MASS",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"96d4402847b0d16a09191107fc1c2da0","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","reldist","2022-01-04","Relative Distribution Methods","1.7-0",NA,NA,"mgcv, Hmisc, densEstBayes",NA,"locfit",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"2b863815978b83c40fe6a24cb011f036","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","REndo","2021-09-03","Fitting Linear Models with Endogenous Regressors using Latent
Instrumental Variables","2.4.3",NA,"R (>= 3.4)","methods (>= 3.4), stats (>= 3.4), utils (>= 3.4), Formula (>=
1.2), optimx (>= 2013.8.7), mvtnorm (>= 1.0-8), AER (>= 1.2-5),
Matrix (>= 1.2-14), lme4 (>= 1.1-18-1), data.table (>= 1.11.8),
corpcor (>= 1.6.9), Rcpp (>= 1.0.3), lmtest (>= 0.9-35)","Rcpp, RcppEigen","testthat, covr, R.rsp",NA,"GPL-3",NA,NA,NA,NA,"36df056b4b6df8ce6a0f232075ef607a","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","rms","2021-03-18","Regression Modeling Strategies","6.2-0",NA,"R (>= 3.5.0), Hmisc (>= 4.3-0), survival (>= 3.1-12), lattice,
ggplot2 (>= 2.2), SparseM","methods, quantreg, rpart, nlme (>= 3.1-123), polspline,
multcomp, htmlTable (>= 1.11.0), htmltools, MASS, cluster,
digest",NA,"boot, tcltk, plotly (>= 4.5.6), knitr, mice, rmsb",NA,"GPL (>= 2)",NA,NA,NA,NA,"c78d2909ce3685d09311e21482f84bbf","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","RSGHB","2019-07-03","Functions for Hierarchical Bayesian Estimation: A Flexible
Approach","1.2.2",NA,"methods, MCMCpack","graphics, grDevices, stats, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"b160ce0504cfe501c2486035f1b06b4e","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","sampleSelection","2020-12-15","Sample Selection Models","1.2-12",NA,"R (>= 2.10), maxLik (>= 0.7-3), stats","miscTools (>= 0.6-3), systemfit (>= 1.0-0), Formula (>=
1.1-1), VGAM (>= 1.1-1), mvtnorm (>= 0.9-9994)",NA,"lmtest, Ecdat",NA,"GPL (>= 2)",NA,NA,NA,NA,"f64dba3ee084522778f3fe7f33c60ba4","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","sandwich","2021-05-18","Robust Covariance Matrix Estimators","3.0-1",NA,"R (>= 3.0.0)","stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"2afcc04242d7edfc073f04074bb7f98f","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","segmented","2022-01-28","Regression Models with Break-Points / Change-Points Estimation","1.4-0",NA,"MASS",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"cfc5a1a186b24e4c32710f0d4ca7af73","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","sem","2022-03-10","Structural Equation Models","3.1-14",NA,"R (>= 3.5.0), stats","MASS, boot, mi (>= 0.9-99), utils",NA,"polycor, DiagrammeR (>= 1.0.9)",NA,"GPL (>= 2)",NA,NA,NA,NA,"52ca3c0b242d93ee5614a5460e66df52","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","semsfa","2018-04-20","Semiparametric Estimation of Stochastic Frontier Models","1.1",NA,"R (>= 3.1.2), mgcv, np, gamlss","moments, doParallel, foreach, iterators",NA,NA,NA,"GPL",NA,NA,NA,NA,"192669a68f542b0381a2d9c339902bae","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","sfa","2014-01-06","Stochastic Frontier Analysis","1.0-1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"5e1531659d29e4db2e6b38fd746713c0","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","simpleboot","2019-02-20","Simple Bootstrap Routines","1.1-7",NA,"R (>= 2.14.0)","boot, stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"d6b4e61164341f8ae953840353695805","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","SparseM","2021-02-18","Sparse Linear Algebra","1.81",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"482572eed65ae53bb988a2753ce09718","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","spatialprobit","2022-01-15","Spatial Probit Models","1.0",NA,"R (>= 1.9.0), Matrix, spdep (>= 1.1-1), spatialreg (>= 1.1-1),
mvtnorm, tmvtnorm","stats",NA,"RUnit, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"0973f32ef3c5f15a50da4cb627630e2f","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","spatialreg","2021-11-11","Spatial Regression Analysis","1.2-1",NA,"R (>= 3.3.0), spData, Matrix, sf","spdep, expm, coda, methods, MASS, boot, splines, LearnBayes,
nlme, gmodels",NA,"parallel, RSpectra, tmap, foreign, spam, knitr, lmtest,
sandwich, rmarkdown, igraph",NA,"GPL-2",NA,NA,NA,NA,"7a4e284c40a853ec9b2bc00e25fa2892","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","spfrontier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Econometrics","Econometrics","sphet","2022-01-06","Estimation of Spatial Autoregressive Models with and without
Heteroskedastic Innovations","2.0",NA,"R (>= 3.0.1)","nlme, spatialreg, spdep, Matrix, sp, methods, stats, utils,
mvtnorm, stringr, coda, spData, sf",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"efb32c9c5087b6f08fa497ed2a17cab2","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","splm","2022-01-12","Econometric Models for Spatial Panel Data","1.5-3",NA,"R (>= 2.12.0)","plm, maxLik, MASS, bdsmatrix, ibdreg, nlme, Matrix, spam,
methods, spatialreg (>= 1.2-1), spdep (>= 1.2-1)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"5b5d1af079de123dad6368bbf8a54d84","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","ssfa","2022-01-05","Spatial Stochastic Frontier Analysis","1.2",NA,"Matrix, maxLik, spdep (>= 1.1-1), sp, spatialreg (>= 1.1-1)",NA,NA,"R.rsp",NA,"GPL-3",NA,NA,NA,NA,"6c96ca58d8e8ffbd8bf9aa897f2c7b35","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","ssmrob","2021-08-20","Robust Estimation and Inference in Sample Selection Models","1.0",NA,"R (>= 3.5.0)","sampleSelection, robustbase, MASS",NA,"mvtnorm",NA,"GPL-2",NA,NA,NA,NA,"420308c79d470a7b7d444979471f990b","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","strucchange","2019-10-12","Testing, Monitoring, and Dating Structural Changes","1.5-2",NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats, utils",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"a355eaca555b051ad4a1d0ef96c82703","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","survival","2022-03-03","Survival Analysis","3.3-1","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"9a493d0e89ba368e15bde880f243b970","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","systemfit","2019-12-09","Estimating Systems of Simultaneous Equations","1.1-24",NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"plm (>= 1.0-1), sem (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"43e598013eef745c4f108f75af89e52e","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","truncreg","2018-08-18","Truncated Gaussian Regression Models","0.2-5",NA,"R (>= 1.8.0), maxLik",NA,NA,"survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"6ddc73494a349da69b23f859ffe89a54","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","tsDyn","2022-03-09","Nonlinear Time Series Models with Regime Switching","11.0.2",NA,"R (>= 2.13)","mnormt, mgcv, nnet, tseriesChaos, tseries, utils, vars, urca,
forecast, MASS, Matrix, foreach, methods",NA,"sm, scatterplot3d, rgl, tidyverse, rugarch",NA,"GPL (>= 2)",NA,NA,NA,NA,"d920b90d4f29e2fb1b650679adb1984b","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","tseries","2021-11-16","Time Series Analysis and Computational Finance","0.10-49",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"4c751ab5b55162788b199ba66d28b93b","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","urca","2016-09-06","Unit Root and Cointegration Tests for Time Series Data","1.3-0",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"e31e369057ca75efbde6aa3cd92ee4a4","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","vars","2021-09-17","VAR Modelling","1.5-6",NA,"R (>= 2.0.0), MASS, strucchange, urca (>= 1.1-6), lmtest (>=
0.9-26), sandwich (>= 2.2-4)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"772b33d93bbd4bacf4f5669fecdcb043","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","VGAM","2022-02-14","Vector Generalized Linear and Additive Models","1.1-6",NA,"R (>= 3.5.0), methods, stats, stats4, splines",NA,NA,"VGAMextra, MASS, mgcv","VGAMdata","GPL-3",NA,NA,NA,NA,"4cb016c8075a6b168addaef7cf242689","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","wahc","2015-02-23","Autocorrelation and Heteroskedasticity Correction in Fixed
Effect Panel Data Model","1.0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"08c281a68fe889f9943208d14b800ad5","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","wbstats","2020-12-05","Programmatic Access to Data and Statistics from the World Bank
API","1.0.4",NA,"R (>= 3.2)","dplyr, httr, jsonlite, lifecycle, lubridate, readr, rlang,
stringr, tibble, tidyr, magrittr",NA,"ggplot2, knitr, markdown, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"bc5158930476b6fc5131b080cfff3b97","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","wooldridge","2021-11-08","115 Data Sets from ""Introductory Econometrics: A Modern
Approach, 7e"" by Jeffrey M. Wooldridge","1.4-2",NA,"R (>= 3.5.0)",NA,NA,"knitr, quantmod, rmarkdown, stargazer, tinytest, xts, zoo",NA,"GPL-3",NA,NA,NA,NA,"9ba6e12a636425fb83172c97ebcc7d0d","no",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","xts","2020-09-09","eXtensible Time Series","0.12.1",NA,"zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"3f6c769b8839196569c1cd05a33b648d","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","zoo","2021-03-09","S3 Infrastructure for Regular and Irregular Time Series (Z's
Ordered Observations)","1.8-9",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"AER, coda, chron, fts, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"0dd205b0da555bb152b9c3898f609d71","yes",NA,"https://cran.rstudio.com/src/contrib"
"Econometrics","Econometrics","zTree","2021-11-03","Functions to Import Data from 'z-Tree' into R","1.0.7",NA,"R (>= 3.1.0)","plyr (>= 1.0)",NA,NA,NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"ef7ec3d28753f147de892d0b38d5db3e","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","ade4","2021-09-16","Analysis of Ecological Data: Exploratory and Euclidean Methods
in Environmental Sciences","1.7-18",NA,"R (>= 2.10)","graphics, grDevices, methods, stats, utils, MASS, pixmap, sp",NA,"ade4TkGUI, adegraphics, adephylo, ape, CircStats, deldir,
lattice, spdep, splancs, waveslim, progress, foreach, parallel,
doParallel, iterators",NA,"GPL (>= 2)",NA,NA,NA,NA,"a3a3973fc93e85498cfa7a6d2edc5ecc","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","amap","2019-12-12","Another Multidimensional Analysis Package","0.8-18",NA,"R (>= 3.6.0)",NA,NA,"Biobase",NA,"GPL",NA,NA,NA,NA,"a8ba9853bf4d4fa1d650698568b0625e","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","analogue","2021-06-20","Analogue and Weighted Averaging Methods for Palaeoecology","0.17-6",NA,"R (>= 3.5.0), vegan (>= 2.2-0)","mgcv, MASS, stats, graphics, grid, brglm, princurve (>=
2.0.2), lattice",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"f4fcf06d896fa95e76d79da19c19e6ff","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","aod","2019-01-26","Analysis of Overdispersed Data","1.3.1",NA,"R (>= 2.10), methods, stats",NA,NA,"MASS, boot, lme4",NA,"GPL (>= 2)",NA,NA,NA,NA,"7a93ff2191de3f80c0700c5900283edf","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","ape","2022-03-02","Analyses of Phylogenetics and Evolution","5.6-2",NA,"R (>= 3.2.0)","nlme, lattice, graphics, methods, stats, tools, utils,
parallel, Rcpp (>= 0.12.0)","Rcpp","gee, expm, igraph, phangorn",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"86b03d39937cbcad18e9e83b3143154c","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","aqp","2022-02-11","Algorithms for Quantitative Pedology","1.41",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils, methods, plyr, grid,
lattice, cluster, sp, stringr, data.table",NA,"colorspace, ape, soilDB, latticeExtra, tactile, compositions,
sharpshootR, markovchain, xtable, testthat, Gmedian, farver,
Hmisc, tibble, RColorBrewer, scales, digest, MASS, mpspline2,
soiltexture, gower",NA,"GPL (>= 3)",NA,NA,NA,NA,"2006e286eb73f8686eb6dfd3984015de","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","BiodiversityR","2022-01-06","Package for Community Ecology and Suitability Analysis","2.14-1",NA,"R (>= 3.2.2), tcltk, vegan (>= 2.5-1)","Rcmdr (>= 2.7-0)",NA,"vegan3d, rgl, permute, lattice, MASS, mgcv, cluster, car,
RODBC, rpart, effects, multcomp, ellipse, sp, splancs, spatial,
akima, nnet, dismo, raster (>= 3.5-11), terra (>= 1.4-22),
rgdal, maxlike, gbm, randomForest, gam (>= 1.15), earth, mda,
kernlab, e1071, glmnet, tools, methods, bootstrap,
PresenceAbsence, geosphere, maptools, ENMeval, red, rgeos,
igraph, Rlof, maxnet, party, readxl, colorspace, dplyr, rlang,
sf, blockCV",NA,"GPL-3",NA,NA,NA,NA,"b89228da8571f12f6412e663547db2ce","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","boussinesq","2013-04-19","Analytic Solutions for (ground-water) Boussinesq Equation","1.0.3",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"87d956fe00180c8e44a73492e84e76b6","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","bReeze","2018-11-14","Functions for Wind Resource Assessment","0.4-3",NA,"R (>= 2.14.2)","graphics, grDevices, lubridate, stats, utils",NA,"RColorBrewer, RgoogleMaps, XML",NA,"MIT + file LICENSE",NA,NA,NA,NA,"789261d0f8845d1448510602a15f474b","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","CircStats","2018-07-01","Circular Statistics, from ""Topics in Circular Statistics"" (2001)","0.2-6",NA,"MASS, boot",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"d298b902e4d55adbff7ac7781ff0fde9","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","circular","2022-03-07","Circular Statistics","0.4-94",NA,"R (>= 3.0.0), stats","boot, mvtnorm",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"edc1bde180538ef6eba85fa620f6fb5a","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","cluster","2021-04-17","""Finding Groups in Data"": Cluster Analysis Extended Rousseeuw et
al.","2.1.2","recommended","R (>= 3.4.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"bcb680bff9f4364c09971bcc906ae645","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","cocorresp","2021-05-07","Co-Correspondence Analysis Methods","0.4-3",NA,"vegan (>= 2.5-0), R (>= 3.4.0)","stats, graphics, utils, grDevices",NA,"testthat, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"84b9bf81df5462ef4e90eeccde1fb65b","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","Distance","2021-08-12","Distance Sampling Detection Function and Abundance Estimation","1.0.4",NA,"R (>= 3.0), mrds (>= 2.2.1)","dplyr, rlang",NA,"covr, progress, parallel, doParallel, doRNG, foreach,
activity, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"f60912c61367ca36a2e80a8c2706c8c2","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","dse","2020-02-26","Dynamic Systems Estimation (Time Series Package)","2020.2-1",NA,"R (>= 2.5.0), tfplot","tframe (>= 2007.5-3), stats, utils, graphics, grDevices,
setRNG (>= 2004.4-1)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"e74dac047ec2346c3b66d6958cdaf4bc","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","dsm","2021-03-27","Density Surface Modelling of Distance Sampling Data","2.3.1",NA,"R (>= 3.5.0), mgcv (>= 1.8-23), mrds (>= 2.1.16), numDeriv","nlme, ggplot2, plyr, statmod",NA,"Distance, sp, tweedie, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"e55d1bdb56f929c953274c60cfb6e258","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","dyn","2018-03-19","Time Series Regression","0.2-9.6",NA,"R (>= 2.6.0), zoo (>= 1.0-0)",NA,NA,"lattice, MASS, MCMCpack, quantreg (>= 3.82), randomForest,
sandwich, tseries",NA,"GPL",NA,NA,NA,NA,"460057cf0d711fd812557a1a8adefad4","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","dynlm","2019-01-06","Dynamic Linear Regression","0.3-6",NA,"R (>= 2.10.0), zoo","stats, car (>= 2.0-0), lmtest",NA,"datasets, sandwich, strucchange, TSA",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"6875dcfa6847e5f33ee2c59bbabbe02c","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","e1071","2021-09-16","Misc Functions of the Department of Statistics, Probability
Theory Group (Formerly: E1071), TU Wien","1.7-9",NA,NA,"graphics, grDevices, class, stats, methods, utils, proxy",NA,"cluster, mlbench, nnet, randomForest, rpart, SparseM, xtable,
Matrix, MASS, slam",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"70ed72cb99a4c75d1cc6858814cb33bf","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","earth","2021-07-20","Multivariate Adaptive Regression Splines","5.3.1",NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotmo (>= 3.6.0),
TeachingDemos (>= 2.10)",NA,NA,"gam (>= 1.20), mgcv (>= 1.8-26), mda (>= 0.5-2), MASS (>=
7.3-51)",NA,"GPL-3",NA,NA,NA,NA,"c5d04cdc27802824478d6432df6fee41","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","ecodist","2020-08-28","Dissimilarity-Based Functions for Ecological Analysis","2.0.7",NA,"R (>= 3.0.0)","stats, graphics",NA,"knitr, testthat, markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"42cf8facf14b88c8bd3a8447d0d9d975","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","EcoHydRology","2018-09-24","A Community Modeling Foundation for Eco-Hydrology","0.4.12.1",NA,"R (>= 2.10), operators, topmodel, DEoptim, XML",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"a8a6d933396240958c90442bfa7fd5d5","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","EnvStats","2022-03-07","Package for Environmental Statistics, Including US EPA Guidance","2.7.0",NA,"R (>= 3.1)","MASS, ggplot2, nortest",NA,"lattice, qcc, sp, boot, tinytest, covr, Hmisc",NA,"GPL (>= 3)",NA,NA,NA,NA,"e4661fff3e6e916fb77ca9886098c06d","no",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","equivalence","2016-05-14","Provides Tests and Graphics for Assessing Tests of Equivalence","0.7.2",NA,"lattice, boot, PairedData","grid",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"0b960e89b44debe4e8985572fcfb98cf","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","evd","2022-03-09","Functions for Extreme Value Distributions","2.3-4",NA,NA,"stats, grDevices, graphics",NA,"akima",NA,"GPL-3",NA,NA,NA,NA,"ab9f9abbeaa00b16beeae30fef28ca07","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","evdbayes","2014-03-31","Bayesian Analysis in Extreme Value Theory","1.1-1",NA,"R (>= 1.8.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"5b27a5aaa6ceddd91357f6085471d9bb","yes",NA,"https://cran.rstudio.com/src/contrib"
"Environmetrics","Analysis of Ecological and Environmental Data","evir","2018-03-20","Extreme Values in R","1.7-4",NA,"stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"7168004b08cbea36e74cde9ee9821bff","no",NA,"https://cran.rstudio.com/src/contrib"
